file_name,alloy,card,Al,Si,Fe,Cu,Mn,Mg,Cr,Ni,Zn,Ti,Zr,Sc,Other,YS (MPa),UTS (MPa),Uniform EL (percentage),Fracture EL (percentage),YPE (percentage),Casting,Ingot thickness (mm),Homogenization (Celsius/Seconds),homog_steps,homog_time_total_s,homog_temp_max_C,homog_T_time_weighted_C,homog_time_at_ge_520C_s,adequate_homog,Hot rolling reduction (percentage),Cold rolling reduction (percentage),Recrystallization annealing (Celsius/Seconds),recryst_type,recryst_steps,recryst_time_total_s,recryst_temp_max_C,recryst_T_time_weighted_C,adequate_recryst,adequate_recryst_batch,adequate_recryst_flash,Mean grain size (µm),Secondary phase particle size and density,Crystallographic texture,flag_missing_YS,flag_missing_UTS,flag_missing_FractureEL,flag_missing_UniformEL,flag_missing_YPE,Homogenization_RAW,Recrystallization annealing_RAW,comp_sum_before,comp_fix_applied,comp_sum_after,Al_RAW,Si_RAW,Fe_RAW,Cu_RAW,Mn_RAW,Mg_RAW,Cr_RAW,Ni_RAW,Zn_RAW,Ti_RAW,Zr_RAW,Sc_RAW,Other_RAW
AA5xxx Card - 022G.docx,AA5xxx,022G,98.71499993,0.08,0.1,1e-08,0.1,1.0,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,50.0,115.8,19.5,19.5,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,70.0,325/7200,batch,1,7200,325.0,325.0,1,1,0,60.0,,,0,0,0,0,0,540°C > 5 hours,"batch annealing, 325°C 2 hours",1.2850000799999997,1,100.0,1e-08,0.08,0.1,1e-08,0.1,1.0,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 022H.docx,AA5xxx,022H,98.71499993,0.08,0.1,1e-08,0.1,1.0,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,50.0,109.7,21.8,21.9,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,75.0,,,0,0,0,0,0,540°C > 5 hours,"batch annealing, 350°C 2 hours",1.2850000799999997,1,100.0,1e-08,0.08,0.1,1e-08,0.1,1.0,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 022I.docx,AA5xxx,022I,98.71499993,0.08,0.1,1e-08,0.1,1.0,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,50.0,110.8,21.1,21.3,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,70.0,375/7200,batch,1,7200,375.0,375.0,1,1,0,75.0,,,0,0,0,0,1,540°C > 5 hours,"batch annealing, 375°C 2 hours",1.2850000799999997,1,100.0,1e-08,0.08,0.1,1e-08,0.1,1.0,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 022J.docx,AA5xxx,022J,98.71499993,0.08,0.1,1e-08,0.1,1.0,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,50.0,120.4,17.7,17.7,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,79.0,325/7200,batch,1,7200,325.0,325.0,1,1,0,30.0,,,0,0,0,0,0,540°C > 5 hours,"batch annealing, 325°C 2 hours",1.2850000799999997,1,100.0,1e-08,0.08,0.1,1e-08,0.1,1.0,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 022K.docx,AA5xxx,022K,98.71499993,0.08,0.1,1e-08,0.1,1.0,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,50.0,112.9,19.8,19.8,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,79.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,70.0,,,0,0,0,0,0,540°C > 5 hours,"batch annealing, 350°C 2 hours",1.2850000799999997,1,100.0,1e-08,0.08,0.1,1e-08,0.1,1.0,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 022L.docx,AA5xxx,022L,98.71499993,0.08,0.1,1e-08,0.1,1.0,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,50.0,112.1,20.9,20.9,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,79.0,375/7200,batch,1,7200,375.0,375.0,1,1,0,75.0,,,0,0,0,0,0,540°C > 5 hours,"batch annealing, 375°C 2 hours",1.2850000799999997,1,100.0,1e-08,0.08,0.1,1e-08,0.1,1.0,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 024A.docx,AA5xxx,024A,98.61499993,0.08,0.45,1e-08,0.05,0.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,50.0,115.0,23.0,23.5,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.0,70.0,400/7200,batch,1,7200,400.0,400.0,1,1,0,69.4,,,0,0,0,0,0,540°C > 5 hours,"batch annealing, 400°C 2 hours",1.3850000799999997,1,100.0,1e-08,0.08,0.45,1e-08,0.05,0.8,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 025A.docx,AA5xxx,025A,94.31499994,0.08,0.3,1e-08,0.7,4.5,0.1,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,174.0,323.0,25.0,26.0,1.6,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.0,70.0,400/7200,batch,1,7200,400.0,400.0,1,1,0,28.0,,,0,0,0,0,0,540°C > 5 hours,"batch annealing, 400°C 2 hours",5.685000069999999,1,100.0,1e-08,0.08,0.3,1e-08,0.7,4.5,0.1,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 035A.docx,AA5xxx,035A,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,128.0,282.0,23.4,25.4,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.5,65.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,34.0,,,0,0,0,0,1,540°C > 5 hours,"batch annealing, 350°C 2 hours",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 041A.docx,AA5xxx,041A,96.85599993,0.08,0.19,1e-08,0.003,2.87,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,90.0,205.0,22.8,28.7,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,16.0,,,0,0,0,0,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.1440000799999996,1,100.0,1e-08,0.08,0.19,1e-08,0.003,2.87,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 041B.docx,AA5xxx,041B,96.64899993,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,95.0,215.0,23.9,28.1,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,18.4,,,0,0,0,0,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.3510000799999995,1,100.0,1e-08,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 041C.docx,AA5xxx,041C,96.36899993,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,101.0,228.0,20.3,24.2,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,19.0,,,0,0,0,0,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.6310000799999993,1,100.0,1e-08,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 041D.docx,AA5xxx,041D,96.07899993,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,109.0,244.0,21.3,24.0,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,14.7,,,0,0,0,0,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.9210000799999993,1,100.0,1e-08,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 042B.docx,AA5xxx,042B,96.07899993,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,108.0,245.0,21.5,24.5,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,15.4,,,0,0,0,0,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.9210000799999993,1,100.0,1e-08,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 043A.docx,AA5xxx,043A,96.36899993,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,100.0,228.0,20.0,24.0,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,19.1,,,0,0,0,0,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.6310000799999993,1,100.0,1e-08,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 044A.docx,AA5xxx,044A,96.64899993,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,95.0,215.5,24.2,28.0,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,18.4,,,0,0,0,0,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.3510000799999995,1,100.0,1e-08,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 045F.docx,AA5xxx,045F,96.85599993,0.08,0.19,1e-08,0.003,2.87,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,89.0,205.0,22.5,28.5,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,16.1,,,0,0,0,0,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.1440000799999996,1,100.0,1e-08,0.08,0.19,1e-08,0.003,2.87,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 050D.docx,AA5xxx,050D,96.99399993,0.068,0.32,1e-08,0.067,2.55,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,94.0,,22.0,22.0,0.9,DC,635.0,520/18000,1.0,18000.0,520.0,520.0,18000.0,1.0,99.2,80.0,325/7200,batch,1,7200,325.0,325.0,1,1,0,13.8,,,0,1,0,0,0,520°C 5 hours,"batch annealing, 325°C 2 hours",3.0060000799999993,1,100.0,1e-08,0.068,0.32,1e-08,0.067,2.55,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 055A.docx,AA5xxx,055A,96.46299995,0.05,0.28,0.01,0.29,2.89,1e-08,1e-08,0.01,0.007,1e-08,1e-08,1e-08,107.0,224.0,21.9,25.3,1.2,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,29.3,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,3.53700006,1,100.0,1e-08,0.05,0.28,0.01,0.29,2.89,1e-08,1e-08,0.01,0.007,1e-08,1e-08,1e-08
AA5xxx Card - 055B.docx,AA5xxx,055B,96.05499995,0.05,0.51,0.01,0.25,3.11,1e-08,1e-08,0.01,0.005,1e-08,1e-08,1e-08,121.0,241.0,21.4,23.3,1.2,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,23.2,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,3.945000059999999,1,100.0,1e-08,0.05,0.51,0.01,0.25,3.11,1e-08,1e-08,0.01,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 055C.docx,AA5xxx,055C,95.90599995,0.05,0.73,0.01,0.23,3.06,1e-08,1e-08,0.01,0.004,1e-08,1e-08,1e-08,122.0,243.0,20.8,24.3,1.2,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,14.4,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,4.094000059999999,1,100.0,1e-08,0.05,0.73,0.01,0.23,3.06,1e-08,1e-08,0.01,0.004,1e-08,1e-08,1e-08
AA5xxx Card - 055D.docx,AA5xxx,055D,95.66299995,0.05,1.0,0.01,0.23,3.03,1e-08,1e-08,0.01,0.007,1e-08,1e-08,1e-08,127.0,247.0,19.4,21.3,1.4,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,11.4,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,4.3370000599999985,1,100.0,1e-08,0.05,1.0,0.01,0.23,3.03,1e-08,1e-08,0.01,0.007,1e-08,1e-08,1e-08
AA5xxx Card - 055E.docx,AA5xxx,055E,96.34699995,0.05,0.05,0.26,0.25,3.03,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08,102.0,232.0,21.1,27.3,1.0,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,31.0,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,3.653000059999999,1,100.0,1e-08,0.05,0.05,0.26,0.25,3.03,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08
AA5xxx Card - 055F.docx,AA5xxx,055F,96.17699995,0.05,0.05,0.49,0.25,2.97,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08,101.0,234.0,18.5,25.0,1.0,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,31.5,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,3.82300006,1,100.0,1e-08,0.05,0.05,0.49,0.25,2.97,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08
AA5xxx Card - 055G.docx,AA5xxx,055G,95.80699995,0.05,0.05,0.74,0.25,3.09,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08,104.0,239.0,18.6,24.0,1.0,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,33.1,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,4.193000059999999,1,100.0,1e-08,0.05,0.05,0.74,0.25,3.09,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08
AA5xxx Card - 055H.docx,AA5xxx,055H,95.55699995,0.05,0.05,1.02,0.25,3.06,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08,105.0,245.0,17.0,20.7,0.8,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,36.5,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,4.44300006,1,100.0,1e-08,0.05,0.05,1.02,0.25,3.06,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08
AA5xxx Card - 055I.docx,AA5xxx,055I,96.56699995,0.26,0.05,0.01,0.25,2.85,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08,104.0,222.0,22.5,26.3,1.3,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,20.5,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,3.4330000599999995,1,100.0,1e-08,0.26,0.05,0.01,0.25,2.85,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08
AA5xxx Card - 055J.docx,AA5xxx,055J,96.20699995,0.5,0.05,0.01,0.25,2.97,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08,100.0,207.0,20.8,23.7,1.3,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,19.0,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,3.79300006,1,100.0,1e-08,0.5,0.05,0.01,0.25,2.97,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08
AA5xxx Card - 055K.docx,AA5xxx,055K,95.97699994999999,0.74,0.05,0.01,0.25,2.96,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08,95.0,196.0,20.3,23.7,1.4,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,18.3,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,4.02300006,1,99.99999999999999,1e-08,0.74,0.05,0.01,0.25,2.96,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08
AA5xxx Card - 055L.docx,AA5xxx,055L,95.66699995,1.01,0.05,0.01,0.24,3.01,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08,81.0,171.0,20.3,25.0,1.2,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,16.7,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,4.333000059999999,1,100.0,1e-08,1.01,0.05,0.01,0.24,3.01,1e-08,1e-08,0.01,0.003,1e-08,1e-08,1e-08
AA5xxx Card - 055M.docx,AA5xxx,055M,96.29699995,0.05,0.05,0.01,0.25,3.08,1e-08,1e-08,0.26,0.003,1e-08,1e-08,1e-08,102.0,225.0,23.9,29.0,1.0,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,49.1,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,3.70300006,1,100.0,1e-08,0.05,0.05,0.01,0.25,3.08,1e-08,1e-08,0.26,0.003,1e-08,1e-08,1e-08
AA5xxx Card - 055N.docx,AA5xxx,055N,96.07699995,0.05,0.05,0.01,0.24,3.03,1e-08,1e-08,0.54,0.003,1e-08,1e-08,1e-08,101.0,226.0,22.8,26.7,1.3,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,48.8,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,3.9230000599999997,1,100.0,1e-08,0.05,0.05,0.01,0.24,3.03,1e-08,1e-08,0.54,0.003,1e-08,1e-08,1e-08
AA5xxx Card - 055O.docx,AA5xxx,055O,95.83699995,0.05,0.05,0.01,0.25,3.02,1e-08,1e-08,0.78,0.003,1e-08,1e-08,1e-08,100.0,228.0,21.5,25.7,1.1,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,48.2,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,4.16300006,1,100.0,1e-08,0.05,0.05,0.01,0.25,3.02,1e-08,1e-08,0.78,0.003,1e-08,1e-08,1e-08
AA5xxx Card - 055P.docx,AA5xxx,055P,95.61699995000001,0.05,0.05,0.01,0.24,3.01,1e-08,1e-08,1.02,0.003,1e-08,1e-08,1e-08,99.0,230.0,20.7,24.3,1.1,steel mould (~0.4°C/sec),63.5,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,86.5,68.3,350/7200,other,1,7200,350.0,350.0,0,0,0,51.6,yes,,0,0,0,0,0,540°C > 5 hours,350°C 2 hours,4.38300006,1,100.0,1e-08,0.05,0.05,0.01,0.24,3.01,1e-08,1e-08,1.02,0.003,1e-08,1e-08,1e-08
